"id","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","basket_value","recency_days","cluster0","cluster1","cluster2","cluster3","cluster4","low_value_basket","medium_value_basket","high_value_basket"
405,,"Yes",,"Yes",,,,,,,,,,3.4,41,,,,"Yes",,,"Yes",
406,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
408,,,,,,,,,,,,,"Yes",5.1,31,,,,"Yes",,,"Yes",
409,,,,,,,,"Yes",,,,,,1.5,52,,,"Yes",,,"Yes",,
411,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
412,,,"Yes","Yes","Yes",,"Yes",,,,,,,6.1,9,"Yes",,,,,,,"Yes"
413,"Yes","Yes",,"Yes",,,,,,,,,,4.5,33,,,,"Yes",,,"Yes",
414,,,"Yes",,,,,,"Yes",,,"Yes",,7.8,23,"Yes",,,,,,,"Yes"
415,,,,,"Yes",,,,,,,,,2.2,69,,,"Yes",,,"Yes",,
416,"Yes","Yes",,"Yes",,,,,,"Yes",,,,6.1,14,"Yes",,,,,,,"Yes"
417,,,,,,,,,,,,"Yes",,1.7,62,,,"Yes",,,"Yes",,
418,"Yes",,,,,,,"Yes",,,,,,2.6,70,,,"Yes",,,"Yes",,
419,,,,,"Yes",,,,,,,,"Yes",7.3,23,"Yes",,,,,,,"Yes"
420,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
421,,,,,"Yes",,,"Yes",,,,,,3.7,33,,,,"Yes",,,"Yes",
422,,,,,,,,,,,,"Yes",,1.7,73,,,"Yes",,,"Yes",,
423,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
424,,,,,"Yes",,,,,,,,,2.2,56,,,"Yes",,,"Yes",,
426,,,,,,,"Yes",,,"Yes","Yes",,,7.1,76,,"Yes",,,,,,"Yes"
427,,,,,,,,,,,"Yes",,,4.1,76,,,"Yes",,,,"Yes",
429,"Yes","Yes",,,,,"Yes","Yes",,"Yes",,"Yes",,9.4,26,"Yes",,,,,,,"Yes"
430,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
431,,,,,,,,,,,,"Yes",,1.7,70,,,"Yes",,,"Yes",,
432,,,,,,,"Yes",,,,,"Yes",,3.1,32,,,,"Yes",,,"Yes",
433,,"Yes",,"Yes","Yes",,,,,,,,,5.6,60,,,"Yes",,,,"Yes",
435,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
436,,,,,,"Yes",,,,,,,,3.1,30,,,,"Yes",,,"Yes",
437,"Yes",,,,,,,,,,,,"Yes",6.2,15,"Yes",,,,,,,"Yes"
438,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
439,,,,"Yes",,,"Yes",,,,"Yes","Yes",,8.5,76,,"Yes",,,,,,"Yes"
440,,,,,,,,,,,,"Yes",,1.7,65,,,"Yes",,,"Yes",,
441,,,"Yes","Yes","Yes",,,,,,,,,4.7,32,,,,"Yes",,,"Yes",
442,,,,,"Yes",,"Yes",,,,,,,3.6,42,,,,"Yes",,,"Yes",
443,,"Yes",,"Yes",,,,,,"Yes",,"Yes",,6.7,16,"Yes",,,,,,,"Yes"
444,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
446,,,,,"Yes",,"Yes",,,,,,,3.6,36,,,,"Yes",,,"Yes",
447,,,"Yes","Yes","Yes",,,,,,,,,4.7,38,,,,"Yes",,,"Yes",
448,,,,,,,,,,,,"Yes",,1.7,76,,,"Yes",,,"Yes",,
449,,,,"Yes",,,,,"Yes",,,,"Yes",11.3,25,"Yes",,,,,,,"Yes"
450,,,,"Yes","Yes",,,,,"Yes",,,,5.1,28,,,,"Yes",,,"Yes",
451,,,"Yes",,,,"Yes",,,,,,,2.6,62,,,"Yes",,,"Yes",,
452,,,,,,,,,,,,,"Yes",5.1,29,,,,"Yes",,,"Yes",
453,,,"Yes",,,,,,,,,,"Yes",6.3,18,"Yes",,,,,,,"Yes"
454,,,,"Yes","Yes",,,"Yes","Yes",,,,"Yes",15,4,"Yes",,,,,,,"Yes"
455,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
456,,"Yes","Yes","Yes",,,"Yes",,,,,,,6,20,"Yes",,,,,,,"Yes"
457,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
458,,,,,"Yes",,,"Yes",,,,,,3.7,33,,,,"Yes",,,"Yes",
460,,,,,,"Yes",,,,,,,,3.1,43,,,,"Yes",,,"Yes",
463,,,,,,,,,,"Yes",,,,1.6,64,,,"Yes",,,"Yes",,
464,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
465,,,,,"Yes",,,,,,"Yes",,,6.3,76,,,"Yes",,,,,"Yes"
466,,,,,"Yes",,,,"Yes","Yes",,,,8.7,4,"Yes",,,,,,,"Yes"
467,,,"Yes","Yes",,,,,,,,,"Yes",7.6,24,"Yes",,,,,,,"Yes"
468,,,,,,,,,,"Yes",,"Yes",,3.3,48,,,,"Yes",,,"Yes",
469,,,"Yes",,"Yes",,,,,,,,,3.4,43,,,,"Yes",,,"Yes",
471,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
472,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
473,,,"Yes",,"Yes",,,,,,"Yes",,,7.5,76,,"Yes",,,,,,"Yes"
474,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
475,,,,"Yes",,,,,,,,,"Yes",6.4,19,"Yes",,,,,,,"Yes"
476,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
477,"Yes",,,"Yes",,,,,,,,,,2.4,74,,,"Yes",,,"Yes",,
479,,,"Yes",,,,,,,,,"Yes","Yes",8,3,"Yes",,,,,,,"Yes"
480,,,,,,,,,,,,,"Yes",5.1,42,,,,"Yes",,,"Yes",
481,,,,,,,"Yes",,,,"Yes",,,5.5,76,,,"Yes",,,,"Yes",
482,,,"Yes",,,"Yes",,,,,,,"Yes",9.4,15,"Yes",,,,,,,"Yes"
483,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
484,,,,,"Yes",,,,"Yes","Yes",,,,8.7,17,"Yes",,,,,,,"Yes"
486,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
487,,,,"Yes",,,"Yes",,,,,"Yes",,4.4,38,,,,"Yes",,,"Yes",
489,,,,"Yes",,,"Yes",,,,,,,2.7,63,,,"Yes",,,"Yes",,
490,,,,,"Yes",,,,,,,"Yes",,3.9,35,,,,"Yes",,,"Yes",
493,,,,,,,,,,,,"Yes",,1.7,60,,,"Yes",,,"Yes",,
494,,,"Yes",,,,,,,,,,"Yes",6.3,5,"Yes",,,,,,,"Yes"
495,,,,,"Yes",,,,,,"Yes",,,6.3,76,,,"Yes",,,,,"Yes"
498,"Yes",,,"Yes",,,,,,,,"Yes",,4.1,40,,,,"Yes",,,"Yes",
499,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
500,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
502,,,"Yes",,,,"Yes",,,,,,,2.6,73,,,"Yes",,,"Yes",,
504,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
505,,"Yes",,,"Yes",,,,,,,,,4.3,28,,,,"Yes",,,"Yes",
506,,,,,,,"Yes",,,"Yes",,"Yes","Yes",9.8,20,"Yes",,,,,,,"Yes"
507,,,,,,,,,,,,"Yes",,1.7,70,,,"Yes",,,"Yes",,
508,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
509,,"Yes",,"Yes",,,"Yes","Yes",,,,,,6.3,23,"Yes",,,,,,,"Yes"
512,,"Yes",,,,,"Yes",,,"Yes",,,,5.1,32,,,,"Yes",,,"Yes",
515,,,,,,,,,,,,"Yes",,1.7,57,,,"Yes",,,"Yes",,
516,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
518,,,"Yes",,,"Yes",,,,,,"Yes",,6,23,"Yes",,,,,,,"Yes"
519,,,,"Yes",,,,"Yes",,,,,,2.8,27,,,,"Yes",,,"Yes",
520,,,,,,,"Yes","Yes",,,,,,2.9,37,,,,"Yes",,,"Yes",
522,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
523,"Yes",,,"Yes",,,,,,,,,,2.4,71,,,"Yes",,,"Yes",,
524,,,"Yes","Yes","Yes",,,,,"Yes",,,,6.3,21,"Yes",,,,,,,"Yes"
526,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
527,,,,,,,,,,,,"Yes",,1.7,66,,,"Yes",,,"Yes",,
528,,,"Yes",,,,"Yes","Yes",,,,,,4.1,45,,,,"Yes",,,"Yes",
529,,,,,,,,"Yes",,,,,,1.5,54,,,"Yes",,,"Yes",,
530,"Yes",,,,"Yes",,,,,,,"Yes",,5,35,,,,"Yes",,,"Yes",
533,,,,,,,,,,,,"Yes",,1.7,66,,,"Yes",,,"Yes",,
534,,"Yes","Yes",,,,,,,,,,,3.3,42,,,,"Yes",,,"Yes",
535,,,,,,,,,,,,"Yes",,1.7,58,,,"Yes",,,"Yes",,
536,,,,,,,"Yes",,,,,"Yes",,3.1,32,,,,"Yes",,,"Yes",
537,,,,,,"Yes",,,,,,,,3.1,30,,,,"Yes",,,"Yes",
538,,"Yes","Yes",,,"Yes",,,,"Yes",,,,8,5,"Yes",,,,,,,"Yes"
539,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
540,"Yes",,,,,,"Yes",,,,,,,2.5,52,,,"Yes",,,"Yes",,
542,,,,,"Yes",,,,,,,,,2.2,71,,,"Yes",,,"Yes",,
543,,"Yes",,,"Yes",,,,,,,,,4.3,35,,,,"Yes",,,"Yes",
544,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
545,,,,,,,,"Yes",,,,,,1.5,62,,,"Yes",,,"Yes",,
546,,,"Yes",,,,"Yes","Yes","Yes",,,"Yes",,10.7,18,"Yes",,,,,,,"Yes"
547,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
548,,,"Yes",,,,"Yes",,,,"Yes",,,6.7,76,,"Yes",,,,,,"Yes"
549,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
550,,,,"Yes",,,,,,"Yes",,,,2.9,28,,,,"Yes",,,"Yes",
552,,,,,,"Yes",,,,,,,,3.1,29,,,,"Yes",,,"Yes",
555,,,,,"Yes",,,,,,,"Yes",,3.9,32,,,,"Yes",,,"Yes",
558,,,,"Yes",,,,,,,,"Yes",,3,30,,,,"Yes",,,"Yes",
560,,,,,"Yes",,,,,,,,"Yes",7.3,8,"Yes",,,,,,,"Yes"
562,,,"Yes","Yes",,,"Yes","Yes",,,,"Yes",,7.1,9,"Yes",,,,,,,"Yes"
563,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
564,,"Yes","Yes",,,,,"Yes",,,,,"Yes",9.9,8,"Yes",,,,,,,"Yes"
565,,,,,"Yes",,,,"Yes",,,,,7.1,16,"Yes",,,,,,,"Yes"
566,,,,,,,,,,,,"Yes",,1.7,55,,,"Yes",,,"Yes",,
568,,,,,"Yes",,,,,,,,,2.2,55,,,"Yes",,,"Yes",,
569,,,"Yes",,,,"Yes",,,,,,,2.6,61,,,"Yes",,,"Yes",,
572,,,,"Yes",,,,,,"Yes",,,,2.9,44,,,,"Yes",,,"Yes",
573,,,"Yes","Yes",,,,"Yes",,"Yes",,,,5.6,58,,,"Yes",,,,"Yes",
578,,,,,"Yes",,,,,,,,,2.2,66,,,"Yes",,,"Yes",,
580,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
582,,,,,,,,,,"Yes",,,,1.6,65,,,"Yes",,,"Yes",,
583,,,,,"Yes",,,,,"Yes",,,"Yes",8.9,2,"Yes",,,,,,,"Yes"
584,"Yes",,,,"Yes",,,,,,,,,3.3,48,,,,"Yes",,,"Yes",
586,,,"Yes",,"Yes",,,,,,,,,3.4,38,,,,"Yes",,,"Yes",
587,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
588,,"Yes","Yes",,,,,"Yes",,,,,,4.8,37,,,,"Yes",,,"Yes",
589,,,,,,,,,,,"Yes",,,4.1,76,,,"Yes",,,,"Yes",
590,,,,,,,,,"Yes",,,,,4.9,30,,,,"Yes",,,"Yes",
592,,,,,,,,,,,"Yes",,"Yes",9.2,76,,"Yes",,,,,,"Yes"
593,,,,,,,,,,"Yes",,,,1.6,76,,,"Yes",,,"Yes",,
594,,,,,"Yes",,,,,,,"Yes",,3.9,28,,,,"Yes",,,"Yes",
595,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
596,"Yes","Yes","Yes","Yes",,,"Yes",,,"Yes",,,,8.7,9,"Yes",,,,,,,"Yes"
597,,,"Yes",,,,,,,,"Yes","Yes",,7,76,,"Yes",,,,,,"Yes"
598,,"Yes","Yes",,"Yes",,,"Yes","Yes","Yes","Yes",,,17.6,76,,"Yes",,,,,,"Yes"
600,,,,,"Yes",,,,,,,,,2.2,64,,,"Yes",,,"Yes",,
604,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
605,,,"Yes","Yes",,,"Yes",,,,,"Yes",,5.6,57,,,"Yes",,,,"Yes",
607,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
608,"Yes",,"Yes",,,,,,,,,,,2.3,54,,,"Yes",,,"Yes",,
609,,,"Yes","Yes","Yes","Yes",,"Yes","Yes",,,"Yes",,15.9,21,"Yes",,,,,,,"Yes"
611,,,,,,,,,,,,"Yes",,1.7,69,,,"Yes",,,"Yes",,
612,,"Yes",,,"Yes",,"Yes","Yes",,,,,,7.2,4,"Yes",,,,,,,"Yes"
613,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
614,"Yes",,,,"Yes",,,,,,,,,3.3,29,,,,"Yes",,,"Yes",
615,"Yes",,"Yes","Yes",,,,,,"Yes",,,,5.2,54,,,"Yes",,,,"Yes",
616,,,"Yes",,,,,,,"Yes",,,,2.8,27,,,,"Yes",,,"Yes",
617,,,,,,,"Yes",,,,,"Yes",,3.1,47,,,,"Yes",,,"Yes",
618,,,,,"Yes",,,,,,,,,2.2,67,,,"Yes",,,"Yes",,
619,,,,,,,,,,,"Yes",,,4.1,76,,,"Yes",,,,"Yes",
620,,,"Yes",,,,,,,,"Yes",,,5.3,76,,,"Yes",,,,"Yes",
621,,,,,,,,,,,"Yes",,,4.1,76,,,"Yes",,,,"Yes",
622,"Yes","Yes",,,"Yes",,"Yes","Yes",,,,,,8.3,26,"Yes",,,,,,,"Yes"
623,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
624,,,,,"Yes",,,,,,,,,2.2,54,,,"Yes",,,"Yes",,
625,"Yes","Yes","Yes",,,,,,,,,,"Yes",9.5,24,"Yes",,,,,,,"Yes"
626,,,"Yes",,"Yes",,,,,,,,,3.4,34,,,,"Yes",,,"Yes",
627,,,,,,,"Yes",,,,"Yes",,,5.5,76,,,"Yes",,,,"Yes",
628,"Yes",,,"Yes","Yes",,,,,,,,,4.6,48,,,,"Yes",,,"Yes",
629,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
630,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
631,"Yes",,,"Yes","Yes",,"Yes",,,,,,,6,2,"Yes",,,,,,,"Yes"
632,"Yes",,"Yes",,"Yes",,,,,,"Yes",,,8.6,76,,"Yes",,,,,,"Yes"
633,,,"Yes",,,,,,,"Yes",,,,2.8,27,,,,"Yes",,,"Yes",
634,"Yes","Yes",,"Yes",,,,,,,,,,4.5,29,,,,"Yes",,,"Yes",
635,,,,,,,"Yes","Yes",,,,,,2.9,36,,,,"Yes",,,"Yes",
636,,"Yes",,"Yes",,,,,,"Yes",,,"Yes",10.1,10,"Yes",,,,,,,"Yes"
637,,,,,,,,,,"Yes",,,,1.6,61,,,"Yes",,,"Yes",,
638,,,"Yes","Yes",,,,,,,"Yes",,,6.6,76,,,"Yes",,,,,"Yes"
641,,,,,"Yes",,,,,,,,,2.2,53,,,"Yes",,,"Yes",,
642,,,,"Yes","Yes","Yes","Yes",,,,,"Yes",,9.7,1,"Yes",,,,,,,"Yes"
643,,,,"Yes","Yes",,"Yes","Yes",,,,,,6.4,18,"Yes",,,,,,,"Yes"
644,"Yes",,,,"Yes",,"Yes",,,"Yes",,"Yes",,8,8,"Yes",,,,,,,"Yes"
645,,,,,,,,,"Yes",,,"Yes",,6.6,16,"Yes",,,,,,,"Yes"
647,,"Yes",,,"Yes",,,,,,"Yes",,,8.4,76,,"Yes",,,,,,"Yes"
648,,,,,,,,,,,,"Yes",,1.7,70,,,"Yes",,,"Yes",,
649,,,,"Yes",,,,,,"Yes",,,,2.9,29,,,,"Yes",,,"Yes",
650,,,,,,,,,,,,"Yes","Yes",6.8,20,"Yes",,,,,,,"Yes"
651,,,,,,,,,,,,"Yes",,1.7,55,,,"Yes",,,"Yes",,
652,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
654,,"Yes",,"Yes",,,,,,,,,,3.4,28,,,,"Yes",,,"Yes",
655,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
656,,,,,,,"Yes",,,,,,"Yes",6.5,11,"Yes",,,,,,,"Yes"
658,,,,,"Yes",,,,,,"Yes",,,6.3,76,,,"Yes",,,,,"Yes"
659,"Yes",,"Yes","Yes",,,,"Yes",,,,,,5.1,43,,,,"Yes",,,"Yes",
660,,,"Yes",,"Yes",,,,,,,,,3.4,51,,,,"Yes",,,"Yes",
661,"Yes",,,,"Yes",,,,,,,,,3.3,33,,,,"Yes",,,"Yes",
662,,,,"Yes",,,,,,,,"Yes","Yes",8.1,4,"Yes",,,,,,,"Yes"
663,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
664,,,,,,,,"Yes","Yes",,,,,6.4,14,"Yes",,,,,,,"Yes"
666,,,"Yes",,"Yes",,,,,,,"Yes",,5.1,35,,,,"Yes",,,"Yes",
667,,,,,"Yes",,,,,,,,,2.2,63,,,"Yes",,,"Yes",,
668,,,"Yes",,,"Yes",,,,,,,,4.3,37,,,,"Yes",,,"Yes",
669,,,,"Yes","Yes",,,,"Yes","Yes",,"Yes",,11.7,13,"Yes",,,,,,,"Yes"
670,,,,,,,,"Yes",,,,,,1.5,71,,,"Yes",,,"Yes",,
671,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
673,,,"Yes",,"Yes","Yes",,,,,,,,6.5,10,"Yes",,,,,,,"Yes"
675,,"Yes",,,,,,,"Yes",,"Yes",,,11.1,76,,"Yes",,,,,,"Yes"
676,,,"Yes",,,,,,,,,,"Yes",6.3,7,"Yes",,,,,,,"Yes"
677,,,,,,,,"Yes",,,"Yes",,,5.6,76,,,"Yes",,,,"Yes",
678,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
679,,,"Yes",,"Yes",,,"Yes",,,"Yes","Yes",,10.7,76,,"Yes",,,,,,"Yes"
680,,,"Yes",,,"Yes",,,,,,,,4.3,43,,,,"Yes",,,"Yes",
681,,,,"Yes","Yes",,,,,,,,"Yes",8.6,7,"Yes",,,,,,,"Yes"
682,,,"Yes",,"Yes","Yes",,,"Yes",,,,,11.4,24,"Yes",,,,,,,"Yes"
683,,,,,,,,,,,"Yes",,,4.1,76,,,"Yes",,,,"Yes",
684,,,,,,"Yes",,,,,,,,3.1,44,,,,"Yes",,,"Yes",
685,,,"Yes","Yes",,"Yes",,,,"Yes",,,,7.2,9,"Yes",,,,,,,"Yes"
686,,,"Yes",,"Yes",,,,,,,,,3.4,36,,,,"Yes",,,"Yes",
688,,,,,"Yes",,,,,,,,,2.2,74,,,"Yes",,,"Yes",,
690,,,,,,,,"Yes",,,,,,1.5,61,,,"Yes",,,"Yes",,
691,,"Yes",,,"Yes",,,,,,,"Yes",,6,6,"Yes",,,,,,,"Yes"
692,,"Yes",,,,,,,,,,,,2.1,64,,,"Yes",,,"Yes",,
694,,,,,"Yes",,,,,,,,,2.2,66,,,"Yes",,,"Yes",,
695,,,"Yes",,,,"Yes",,,,,,,2.6,74,,,"Yes",,,"Yes",,
696,,,,,,,"Yes",,,,,"Yes",,3.1,27,,,,"Yes",,,"Yes",
697,,,,"Yes",,,,"Yes",,,,,,2.8,27,,,,"Yes",,,"Yes",
698,,,,,"Yes",,,,,,,"Yes",,3.9,37,,,,"Yes",,,"Yes",
699,,,"Yes",,"Yes",,,,,,,,,3.4,29,,,,"Yes",,,"Yes",
700,,,,,,,,"Yes",,,,,,1.5,70,,,"Yes",,,"Yes",,
701,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
702,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
704,,,,,"Yes",,,,,,,"Yes",,3.9,39,,,,"Yes",,,"Yes",
705,,,"Yes",,,,"Yes",,,,"Yes",,,6.7,76,,"Yes",,,,,,"Yes"
706,,,,,"Yes",,,,,,,,,2.2,71,,,"Yes",,,"Yes",,
707,,,"Yes","Yes",,,,,,,,,,2.5,62,,,"Yes",,,"Yes",,
708,,"Yes","Yes",,,,,,,,,,,3.3,27,,,,"Yes",,,"Yes",
709,,,,"Yes",,,,"Yes","Yes",,,,,7.7,25,"Yes",,,,,,,"Yes"
710,,,"Yes","Yes",,,,,"Yes",,,"Yes",,9.1,23,"Yes",,,,,,,"Yes"
711,"Yes",,,,,,,,,,"Yes",,,5.2,76,,,"Yes",,,,"Yes",
713,,,,,"Yes",,,,,,,,,2.2,72,,,"Yes",,,"Yes",,
715,,,,,,,,"Yes",,,,,,1.5,68,,,"Yes",,,"Yes",,
716,,,,,,,,,,,,,"Yes",5.1,28,,,,"Yes",,,"Yes",
717,,,,,"Yes",,,,,,,,,2.2,73,,,"Yes",,,"Yes",,
718,,,,,"Yes",,,,,,,,,2.2,61,,,"Yes",,,"Yes",,
719,,,,,"Yes",,,,,,,,,2.2,56,,,"Yes",,,"Yes",,
720,,,,,"Yes",,,,,,,,,2.2,66,,,"Yes",,,"Yes",,
721,,,,,"Yes",,,,,,,,,2.2,61,,,"Yes",,,"Yes",,
723,"Yes",,,,"Yes",,"Yes","Yes",,,,,,6.2,10,"Yes",,,,,,,"Yes"
724,,,,,,,"Yes",,,,,"Yes",,3.1,45,,,,"Yes",,,"Yes",
725,,,,,,,,,,,"Yes",,,4.1,76,,,"Yes",,,,"Yes",
726,,,,,"Yes",,,,,,"Yes",,,6.3,76,,,"Yes",,,,,"Yes"
727,,,,,"Yes",,,,,"Yes",,,,3.8,29,,,,"Yes",,,"Yes",
728,,,,,"Yes",,"Yes",,,,,,,3.6,41,,,,"Yes",,,"Yes",
729,,"Yes",,,"Yes",,,,,,,"Yes",,6,19,"Yes",,,,,,,"Yes"
731,,,"Yes",,,,,"Yes",,,,,,2.7,54,,,"Yes",,,"Yes",,
732,,,"Yes","Yes","Yes",,,,,,,,,4.7,32,,,,"Yes",,,"Yes",
733,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
734,,,,"Yes",,,"Yes",,,,,"Yes",,4.4,28,,,,"Yes",,,"Yes",
735,,,,,"Yes",,,,,,,,,2.2,68,,,"Yes",,,"Yes",,
737,,,,,,,,,"Yes",,,,,4.9,36,,,,"Yes",,,"Yes",
740,,,"Yes","Yes",,,,,"Yes","Yes",,,,9,25,"Yes",,,,,,,"Yes"
741,,"Yes","Yes",,,,,"Yes",,,,,"Yes",9.9,23,"Yes",,,,,,,"Yes"
742,,,,,"Yes",,,,,,,"Yes",,3.9,30,,,,"Yes",,,"Yes",
743,,"Yes",,,,,,,"Yes",,,,,7,5,"Yes",,,,,,,"Yes"
744,,"Yes",,,,,,"Yes",,"Yes",,,,5.2,60,,,"Yes",,,,"Yes",
745,,"Yes",,,,,,,,,"Yes",,,6.2,76,,,"Yes",,,,,"Yes"
746,,,,,,,,"Yes",,,,,,1.5,65,,,"Yes",,,"Yes",,
747,,,,,"Yes",,,,,,,,,2.2,73,,,"Yes",,,"Yes",,
749,,,,,,,,,,,,"Yes",,1.7,69,,,"Yes",,,"Yes",,
750,,,,,"Yes",,,,,,,,,2.2,64,,,"Yes",,,"Yes",,
752,,,,,,,,,,,,,"Yes",5.1,27,,,,"Yes",,,"Yes",
753,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,15,"Yes",,,,,,,"Yes"
754,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
755,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
759,,,"Yes","Yes",,,,,,,,,"Yes",7.6,16,"Yes",,,,,,,"Yes"
760,,"Yes",,,"Yes",,,,,,,,,4.3,41,,,,"Yes",,,"Yes",
761,"Yes",,"Yes","Yes","Yes",,,,,,,,"Yes",10.9,19,"Yes",,,,,,,"Yes"
762,,,"Yes",,,,"Yes",,,,,,,2.6,58,,,"Yes",,,"Yes",,
763,"Yes",,,"Yes",,,"Yes",,,"Yes",,,,5.4,75,,,"Yes",,,,"Yes",
765,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
767,,,,,"Yes",,,,,,,"Yes",,3.9,48,,,,"Yes",,,"Yes",
768,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
769,,,"Yes",,,,,,,"Yes",,,"Yes",7.9,6,"Yes",,,,,,,"Yes"
770,,,,,"Yes",,,,,,,,,2.2,75,,,"Yes",,,"Yes",,
771,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
772,"Yes",,,,"Yes",,,,,,,,"Yes",8.4,15,"Yes",,,,,,,"Yes"
773,,,,,,,,"Yes",,"Yes",,"Yes","Yes",9.9,23,"Yes",,,,,,,"Yes"
774,,,,"Yes",,,,,,,,,,1.3,9,,,,,"Yes","Yes",,
775,,"Yes","Yes",,"Yes",,,,,,,,,5.5,70,,,"Yes",,,,"Yes",
776,,,,"Yes",,"Yes",,,,,,,"Yes",9.5,25,"Yes",,,,,,,"Yes"
777,,,"Yes","Yes",,,,,,,,,,2.5,52,,,"Yes",,,"Yes",,
778,,,"Yes","Yes",,,,,,,,,,2.5,60,,,"Yes",,,"Yes",,
780,,,,"Yes",,,,,"Yes",,,,,6.2,4,"Yes",,,,,,,"Yes"
782,"Yes",,"Yes",,"Yes",,,"Yes",,,,"Yes",,7.7,11,"Yes",,,,,,,"Yes"
783,,,"Yes",,,,"Yes","Yes",,,,,,4.1,37,,,,"Yes",,,"Yes",
784,,,,,"Yes",,,,,,,"Yes",,3.9,48,,,,"Yes",,,"Yes",
785,,,"Yes",,,,,,,,,,,1.2,6,,,,,"Yes","Yes",,
787,,,,,"Yes",,,,,,,,,2.2,68,,,"Yes",,,"Yes",,
788,,,,,"Yes",,,,,,,,,2.2,69,,,"Yes",,,"Yes",,
789,,,,,,,"Yes",,,,,,,1.4,11,,,,,"Yes","Yes",,
790,,,,"Yes",,,,,,"Yes",,"Yes",,4.6,35,,,,"Yes",,,"Yes",
791,,,,,,,,,,,"Yes",,,4.1,76,,,"Yes",,,,"Yes",
792,,,"Yes",,"Yes",,"Yes",,,,,,,4.8,47,,,,"Yes",,,"Yes",
793,,,"Yes",,,,,,,,,,"Yes",6.3,8,"Yes",,,,,,,"Yes"
